R;S;Gi;IAM;P;MV;FMV;G;As;Am;Es;Au;Gs;RS;RP
C;BOLOGNA;DONSAH Godfred;3;19;6.11;6.47;2;2;2;0;0;0;0;0
C;SASSUOLO;DUNCAN Joseph Alfred;4;31;6.15;6.22;1;2;5;0;0;0;0;0
C;GENOA;DZEMAILI Blerim;3;26;5.9;6.13;3;1;6;1;0;0;0;0
C;NAPOLI;EL KADDOURI Omar;4;13;5.85;6.11;1;2;2;0;0;0;0;0
C;VERONA;EMANUELSON Urby;4;11;5.86;5.95;0;1;0;0;0;0;0;0
C;BOLOGNA;FALCO Filippo;2;4;5.38;5.33;0;0;1;0;0;0;0;0
C;TORINO;FARNERUD Alexander;4;4;5.62;5.7;0;0;0;0;0;0;0;0
C;CARPI;FEDELE Matteo;4;8;5.81;5.69;0;0;2;0;0;0;0;0
C;LAZIO;FELIPE ANDERSON Pereira Gomes;3;34;5.66;6.37;7;4;2;0;0;0;0;0
C;UDINESE;FERNANDES Bruno Miguel;4;31;5.98;6.16;3;4;7;1;0;0;1;0
C;FIORENTINA;FERNANDEZ Matias;3;17;5.82;5.97;1;2;3;1;0;0;0;0
C;SAMPDORIA;FERNANDO Lucas Martin;3;35;6.16;6.41;5;1;14;0;0;0;0;0
C;ROMA;FLORENZI Alessandro;4;33;6.05;6.71;7;3;4;0;0;0;0;0
C;FROSINONE;FRARA Alessandro;4;19;5.97;6.21;2;0;3;0;0;0;0;0
C;ATALANTA;FREULER Remo;5;6;6;6.5;1;0;0;0;0;0;0;0
C;VERONA;FURMAN Dominik;5;1;6;6;0;0;0;0;0;0;0;0
C;ATALANTA;GAGLIARDINI Roberto;5;1;6.5;6.5;0;0;0;0;0;0;0;0
C;TORINO;GAZZI Alessandro;3;12;5.75;5.62;0;0;4;0;0;0;0;0
C;BOLOGNA;GIACCHERINI Emanuele;4;28;6.23;6.86;7;0;7;0;0;0;0;0
C;ATALANTA;GIORGI Luigi;5;1;6;6;0;0;0;0;0;0;0;0
C;INTER;GNOUKOURI Assane Demoya;1;1;5.5;5.5;0;0;0;0;0;0;0;0
C;ATALANTA;GOMEZ Alejandro;4;34;6.35;7.12;7;8;4;1;0;0;0;0
C;FROSINONE;GORI Mirko;3;27;5.83;5.61;0;0;10;1;0;0;0;0
C;NAPOLI;GRASSI Alberto;3;13;5.81;5.58;0;0;4;1;0;0;0;0
C;VERONA;GRECO Leandro;2;25;5.66;5.64;1;0;7;0;0;0;0;0
C;INTER;GUARIN Fredy;2;13;5.62;5.57;1;0;7;0;0;0;0;0
C;FROSINONE;GUCHER Robert;2;19;5.61;5.52;0;0;3;0;0;0;0;0
C;UDINESE;GUILHERME Dos Santos Torres;2;5;5.6;5.5;0;0;1;0;0;0;0;0
C;UDINESE;HALLFREDSSON Emil;2;25;5.82;5.63;0;1;11;0;0;0;0;0
C;NAPOLI;HAMSIK Marek;4;38;6.22;6.8;6;7;0;0;0;0;1;0
C;JUVENTUS;HERNANES;4;12;5.88;5.82;1;0;6;0;0;0;0;0
C;CHIEVO;HETEMAJ Perparim;4;27;6.15;6.13;1;0;7;0;0;0;0;0
C;PALERMO;HILJEMARK Oscar;3;37;5.77;6.11;4;3;4;0;0;0;0;0
C;MILAN;HONDA Keisuke;3;24;5.67;5.86;1;3;2;0;0;0;0;0
C;VERONA;IONITA Artur;3;29;5.91;6.36;4;2;2;0;0;0;0;0
C;UDINESE;ITURRA Manuel;2;15;5.43;5.17;0;0;8;0;0;0;0;0
C;SAMPDORIA;IVAN David;4;18;5.94;5.94;1;0;4;1;0;0;0;0
C;PALERMO;JAJALO Mato;3;26;5.65;5.5;0;0;8;0;0;0;0;0
C;VERONA;JANKOVIC Bosko;2;14;5.57;5.61;1;0;3;1;0;0;0;0
C;NAPOLI;JORGINHO Jorge Luiz Frello;4;35;6.13;6.07;0;4;10;1;0;0;0;0
C;ROMA;KEITA Seydou;4;19;6.03;6.08;1;0;4;0;0;0;0;0
C;JUVENTUS;KHEDIRA Sami;5;19;6.37;7.18;5;3;3;1;0;0;0;0
C;LAZIO;KISHNA Ricardo;3;9;5.67;6.25;2;0;0;0;0;0;0;0
C;INTER;KONDOGBIA Geoffrey;3;25;5.76;5.76;1;1;6;1;0;0;0;0
C;FIORENTINA;KONE Panagiotis;3;4;5.75;5.75;0;1;0;1;0;0;0;0
C;FROSINONE;KRAGL Oliver;4;13;6.04;6.12;1;0;4;0;0;0;0;0
C;SAMPDORIA;KRSTICIC Nenad;2;7;5.64;5.19;0;1;5;0;1;0;0;0
C;EMPOLI;KRUNIC Rade;2;10;5.75;5.83;1;0;3;0;0;0;0;0
C;MILAN;KUCKA Juray;3;29;5.91;5.95;1;3;11;0;0;0;0;0
C;ATALANTA;KURTIC Jasmin;3;31;5.89;5.97;2;0;5;1;0;0;0;0
C;UDINESE;KUZMANOVIC Zdravko;4;15;6.07;5.88;0;0;5;0;0;0;0;0
C;SASSUOLO;LARIBI Karim;4;9;5.89;5.9;0;0;0;0;0;0;0;0
C;GENOA;LAXALT Diego Sebastian Suzrez;4;35;6.04;6.34;3;3;3;0;0;0;0;0
C;GENOA;LAZOVIC Darko;2;13;5.62;5.75;0;2;0;0;0;0;0;0
C;CARPI;LAZZARI Andrea;4;6;5.92;5.92;1;0;1;0;0;0;1;0
C;JUVENTUS;LEMINA Mario;3;10;6.15;6.55;2;0;4;0;0;0;0;0
C;MILAN;LOCATELLI Manuel;1;1;5;4.5;0;0;1;0;0;0;0;0
C;UDINESE;LODI Francesco;4;23;6.04;6.11;1;0;3;0;0;0;0;0
C;CARPI;LOLLO Lorenzo;2;26;5.79;5.9;3;1;10;2;0;0;0;0
C;LAZIO;LULIC Senad;3;30;5.75;5.97;3;3;9;1;0;0;0;0
C;SASSUOLO;MAGNANELLI Francesco;5;33;6.23;6.21;1;0;7;0;0;0;0;0
C;EMPOLI;MAIELLO Raffaele;4;11;5.95;5.91;0;0;1;0;0;0;0;0
C;JUVENTUS;MARCHISIO Claudio;5;22;6.32;6.2;0;2;8;0;0;0;0;0
C;PALERMO;MARESCA Enzo;3;13;5.92;6.04;1;0;3;0;0;0;0;0
C;UDINESE;MARQUINHO;2;8;5.56;5.44;0;0;3;0;0;0;0;0
C;VERONA;MARRONE Luca;4;21;5.93;6.05;1;3;7;0;0;0;0;0
C;CARPI;MARTINHO Raphael;2;10;5.7;5.55;0;0;3;0;0;0;0;0
C;VERONA;MATUZALEM Francelino;2;3;5.5;5.4;0;0;1;0;0;0;0;0
C;MILAN;MAURI Jose’;3;4;6;5.75;0;0;2;0;0;0;0;0
C;LAZIO;MAURI Stefano;3;10;5.75;6.05;1;0;0;0;0;0;0;0
C;INTER;MEDEL Gary;3;28;6.05;6.02;1;1;10;0;0;0;0;0
C;INTER;MELO Felipe;3;22;5.89;5.83;1;1;6;2;0;0;0;0
C;UDINESE;MERKEL Alexander;1;1;5;4.5;0;0;1;0;0;0;0;0
C;NAPOLI;MERTENS Dries;5;31;6.18;6.64;5;5;7;0;0;0;0;0
C;ATALANTA;MIGLIACCIO Giulio;4;16;5.91;5.78;0;0;2;1;0;0;0;0
C;LAZIO;MILINKOVIC-SAVIC Sergej;3;23;5.93;5.91;1;0;5;1;0;0;0;0
C;SASSUOLO;MISSIROLI Simone;4;22;6.27;6.31;2;0;6;1;0;0;0;0
C;MILAN;MONTOLIVO Riccardo;3;31;5.79;5.74;0;1;5;0;0;0;0;0
C;ATALANTA;MORALEZ Maxi;4;17;6.21;6.32;1;3;2;0;0;0;1;0
C;LAZIO;MORRISON Ravel;1;1;5;5;0;0;0;0;0;0;0;0
C;BOLOGNA;MOUNIER Anthony;2;28;5.79;6.13;4;2;6;0;0;0;0;0
C;ROMA;NAINGGOLAN Radja;4;35;6.37;6.74;6;1;10;1;0;0;0;0
C;MILAN;NOCERINO Antonio;1;2;5;5;0;0;0;0;0;0;0;0
C;GENOA;NTCHAM Olivier;2;16;5.84;5.84;0;1;2;0;0;0;0;0
C;TORINO;OBI Joel;4;8;5.69;5.89;1;0;1;1;0;0;0;0
C;LAZIO;ONAZI Ogenyi;3;15;5.87;6.07;1;1;2;0;0;0;0;0
C;JUVENTUS;PADOIN Simone;3;8;5.69;5.94;1;0;2;0;0;0;0;0
C;FROSINONE;PAGANINI Luca;3;24;5.92;6.1;2;2;6;0;0;0;0;0
C;SAMPDORIA;PALOMBO Angelo;3;7;5.57;5.57;0;0;0;0;0;0;0;0
C;EMPOLI;PAREDES Leandro;4;32;6.25;6.3;2;1;11;0;0;0;0;0
C;LAZIO;PAROLO Marco;3;30;5.78;5.93;3;0;9;0;0;0;0;0
C;CARPI;PASCIUTI Lorenzo;3;19;5.79;6.08;2;3;4;1;0;0;0;0
C;SASSUOLO;PELLEGRINI Lorenzo;3;16;5.97;6.32;3;0;4;1;0;0;0;0
C;CHIEVO;PEPE Simone;3;20;5.95;6.36;3;3;2;1;0;0;0;0
C;JUVENTUS;PEREYRA Roberto Maximiliano;3;13;5.85;5.92;0;1;0;0;0;0;0;0
C;INTER;PERISIC Ivan;4;31;6.02;6.7;7;5;5;0;0;0;0;0
C;ROMA;PEROTTI Diego;4;30;6.28;6.77;4;7;3;2;0;0;0;0
C;CHIEVO;PINZI Giampiero;3;15;5.9;5.66;0;0;7;0;0;0;0;0
C;ROMA;PJANIC Miralem;4;32;6.41;7.35;10;8;10;1;0;0;0;0
C;JUVENTUS;POGBA Paul;4;35;6.41;7.13;8;9;10;0;0;0;1;0
C;MILAN;POLI Andrea;4;11;5.73;5.77;0;1;1;0;0;0;0;0
C;SASSUOLO;POLITANO Matteo;4;22;6.11;6.74;5;1;3;0;0;0;0;0
C;CARPI;PORCARI Filippo;2;4;5.38;5.25;0;0;1;0;0;0;0;0
C;TORINO;PRCIC Sanjin;5;1;5.5;5.75;0;0;0;0;0;0;0;0
C;BOLOGNA;PULGAR Erick;2;11;5.73;5.62;0;0;2;0;0;0;0;0
C;PALERMO;QUAISON Robin;3;29;5.86;5.93;1;2;5;0;0;0;0;0
C;CHIEVO;RADOVANOVIC Ivan;3;25;5.9;5.74;0;0;9;0;0;0;0;0
C;GENOA;RIGONI Luca;3;27;6.02;6.35;4;0;4;1;0;0;0;0
C;CHIEVO;RIGONI Nicola;4;24;6.02;6.22;3;0;7;0;0;0;0;0
C;GENOA;RINCON Tomas;4;33;6.27;6.53;3;4;9;0;0;0;0;0
C;BOLOGNA;RIZZO Luca;4;22;5.91;5.91;0;2;2;1;0;0;0;0
C;SAMPDORIA;ROCCA Michele;5;1;6;6;0;0;0;0;0;0;0;0
C;VERONA;ROMULO;4;7;5.86;5.94;0;1;0;0;0;0;0;0
C;EMPOLI;RONALDO;2;3;5.67;5.5;0;0;1;0;0;0;0;0
C;SAMPDORIA;SALA Jacopo;2;22;5.57;5.43;0;1;8;0;0;0;0;0
C;FROSINONE;SAMMARCO Paolo;3;28;5.95;6.29;4;1;7;0;0;0;0;0
C;EMPOLI;SAPONARA Riccardo;4;33;6.29;6.8;5;9;6;1;0;0;1;0
C;EMPOLI;SIGNORELLI Franco;1;1;5;5;0;0;0;0;0;0;0;0
C;FROSINONE;SODDIMO Danilo;3;25;5.86;5.86;1;2;9;1;0;0;0;0
C;SAMPDORIA;SORIANO Roberto;4;37;6.16;6.77;8;2;7;0;0;0;0;0
C;ROMA;STROOTMAN Kevin;4;3;6.17;6.33;0;1;1;0;0;0;0;0
C;JUVENTUS;STURARO Stefano;3;17;5.85;5.85;1;0;6;0;0;0;0;0
C;FIORENTINA;SUAREZ Mario;3;8;5.75;5.94;1;0;3;0;0;0;0;0
C;GENOA;SUSO;3;20;5.95;6.8;6;1;4;0;0;0;0;0
C;GENOA;TACHTSIDIS Panagiotis;3;20;5.98;6.17;2;2;3;0;1;0;0;0
C;BOLOGNA;TAIDER Saphir;3;28;5.82;5.75;0;0;4;0;0;0;0;0
C;FIORENTINA;TELLO Cristian;4;15;6.13;6.77;2;4;1;0;0;0;0;0
C;FROSINONE;TONEV Aleksandar;3;21;5.81;5.81;0;1;2;0;0;0;0;0
C;ROMA;UCAN Salih;5;2;6;6;0;0;0;0;0;0;0;0
C;ROMA;VAINQUEUR William;5;11;6.14;6.04;0;1;3;0;0;0;0;0
C;NAPOLI;VALDIFIORI Mirko;1;6;5.08;4.83;0;0;3;0;0;0;0;0
C;FIORENTINA;VECINO Matias;4;29;6.21;6.31;2;1;8;0;0;0;0;0
C;CARPI;VERDI Simone;4;6;6.25;7.36;3;0;1;0;0;0;0;0
C;FIORENTINA;VERDU Joan;4;5;6;6.6;1;0;0;0;0;0;0;0
C;TORINO;VIVES Giuseppe;3;31;5.9;5.86;1;1;9;1;0;0;0;0
C;VERONA;VIVIANI Federico;4;19;6.13;6.76;3;6;4;1;0;0;0;0
C;VERONA;WSZOLEK Pawel;3;25;5.74;5.73;0;3;4;1;0;0;0;0
C;VERONA;ZACCAGNI Mattia;5;3;6;6;0;0;0;0;0;0;0;0
C;EMPOLI;ZIELINSKI Piotor;4;35;6.17;6.61;5;4;5;1;0;0;0;0
C;BOLOGNA;ZUCULINI Franco;5;1;6;6;0;0;0;0;0;0;0;0
A;BOLOGNA;ACQUAFRESCA Robert;1;4;5.25;5.25;0;0;0;0;0;0;0;0
A;UDINESE;AGUIRRE Rodrigo Sebastian Soto;1;8;5.62;5.67;0;1;1;0;0;0;0;0
A;FIORENTINA;BABACAR Khouma;2;14;5.86;6.96;5;1;2;0;0;0;0;0
A;MILAN;BACCA Carlos;3;37;5.72;7.16;18;2;2;0;0;0;0;0
A;PALERMO;BALOGH Norbert;1;2;5.5;5.5;0;0;0;0;0;0;0;0
A;MILAN;BALOTELLI Mario;1;15;5.83;5.73;1;1;6;0;0;0;1;0
A;TORINO;BELOTTI Andrea;2;33;6.02;7.04;11;4;4;0;0;0;0;0
A;SASSUOLO;BERARDI Domenico;2;26;6.08;6.61;7;6;10;1;0;0;2;0
A;FIORENTINA;BERNARDESCHI Federico;1;33;6.08;6.26;2;3;6;0;0;0;0;0
A;INTER;BIABIANY Jonathan;2;17;6;6.17;1;2;3;0;0;0;0;0
A;SAMPDORIA;BONAZZOLI Federico;1;2;6;6;0;0;0;0;0;0;0;0
A;ATALANTA;BORRIELLO Marco;2;25;6.16;7.08;8;2;4;1;0;0;0;0
A;NAPOLI;CALLEJON Jose’ Maria Bueno;2;37;6.16;6.76;7;3;4;0;0;0;0;0
A;SAMPDORIA;CASSANO Antonio;2;22;6.02;6.45;2;4;1;0;0;0;0;0
A;FROSINONE;CASTILLO Nicolas;1;5;5.4;5.3;0;0;1;0;0;0;0;0
A;GENOA;CERCI Alessio;2;21;5.79;6.39;4;2;1;0;0;0;0;0
A;FROSINONE;CIOFANI Daniel;2;35;5.99;6.77;9;1;1;0;0;0;0;0
A;JUVENTUS;COMAN Kingsley;1;1;5.5;5.5;0;0;0;0;0;0;0;0
A;SASSUOLO;DEFREL Gregoire;2;30;5.88;6.66;8;2;2;1;0;0;0;0
A;ATALANTA;DENIS German;2;14;5.75;6.46;4;1;0;0;0;0;1;0
A;BOLOGNA;DESTRO Mattia;2;26;5.9;6.5;8;0;9;0;0;0;1;0
A;UDINESE;DI NATALE Antonio;2;23;5.87;6.13;2;3;0;0;0;0;1;0
A;FROSINONE;DIONISI Federico;2;31;6.16;6.94;9;3;12;0;0;0;0;0
A;LAZIO;DJORDJEVIC Filip;1;23;5.43;5.85;3;2;1;1;0;0;0;0
A;PALERMO;DJURDJEVIC Uros;1;12;5.5;5.92;2;0;2;0;0;0;0;0
A;JUVENTUS;DYBALA Paulo;3;33;6.73;8.56;19;7;1;0;0;0;0;0
A;ROMA;DZEKO Edin;2;28;5.88;6.66;8;2;4;1;0;0;0;0
A;INTER;EDER Citadin martins;2;31;6;7.24;13;1;3;0;0;0;0;0
A;ROMA;EL SHAARAWY;3;16;6.47;8.09;8;2;0;0;0;0;0;0
A;SASSUOLO;FALCINELLI Diego;1;22;5.7;5.94;2;0;1;0;0;0;0;0
A;VERONA;FARES Mohamed;1;8;5.56;5.56;0;1;2;0;0;0;0;0
A;BOLOGNA;FLOCCARI Sergio;2;24;5.96;6.66;6;0;1;0;0;0;0;0
A;CHIEVO;FLORO FLORES Antonio;1;26;6.12;6.52;4;1;2;0;0;0;0;0
A;NAPOLI;GABBIADINI Manolo;3;13;5.92;7.27;5;3;1;0;0;0;0;0
A;ATALANTA;GAKPE’ Serge;2;14;5.89;6.57;3;1;1;0;0;0;0;0
A;ROMA;GERVINHO;3;14;6.43;7.79;6;1;0;0;0;0;0;0
A;PALERMO;GILARDINO Alberto;2;33;5.88;6.76;10;1;4;0;0;0;0;0
A;VERONA;GOMEZ Juan Ignacio Taleb;1;30;5.62;5.66;1;0;3;0;0;0;0;0
A;NAPOLI;HIGUAIN Gonzalo Gerardo;4;35;6.99;10.09;36;2;1;1;0;0;0;0
A;ROMA;IAGO Falque;1;21;5.74;6.05;2;1;1;0;0;0;0;0
A;INTER;ICARDI Mauro Emanuel;3;31;6.05;7.61;16;4;1;0;0;0;1;0
A;FIORENTINA;ILICIC Josip;3;27;6.37;7.84;13;4;2;0;0;0;0;0
A;TORINO;IMMOBILE Ciro;2;13;6.23;7.23;5;2;2;0;0;0;1;0
A;CHIEVO;INGLESE Roberto;1;22;6.02;6.37;3;1;3;0;0;0;0;0
A;NAPOLI;INSIGNE Lorenzo;2;37;6.24;7.43;12;9;2;0;0;0;0;0
A;ROMA;ITURBE Juan;1;9;5.33;5.6;1;0;1;0;0;0;0;0
A;INTER;JOVETIC Stevan;2;21;6.07;6.9;6;1;4;0;0;0;0;0
A;FIORENTINA;KALINIC Nikola;2;35;6.17;7.16;13;1;5;0;0;0;1;0
A;LAZIO;KEITA Balde Diao;2;29;6.29;6.62;4;1;5;0;0;0;0;0
A;LAZIO;KLOSE Miroslav;3;23;6.13;7.28;7;7;3;0;0;0;0;0
A;PALERMO;LA GUMINA Antonino;1;2;5.75;5.75;0;0;0;0;0;0;0;0
A;CARPI;LASAGNA Kevin;1;35;5.94;6.39;5;1;1;0;0;0;0;0
A;EMPOLI;LIVAJA Marko;1;16;5.78;5.78;1;0;7;0;0;0;0;0
A;INTER;LJAJIC Adem;2;21;6.05;6.57;3;3;2;0;0;0;0;0
A;FROSINONE;LONGO Samuele;1;7;5.43;5.33;0;0;2;0;0;0;0;0
A;MILAN;LUIZ ADRIANO;2;22;5.61;6.15;4;3;4;0;0;0;0;0
A;EMPOLI;MACCARONE Massimo;2;35;6.14;7.33;13;4;4;0;0;0;0;0
A;INTER;MANAJ Rey;1;1;6;6;0;0;1;0;0;0;0;0
A;CARPI;MANCOSU Matteo;1;17;5.47;5.76;2;0;2;0;0;0;0;0
A;JUVENTUS;MANDZUKIC Mario;3;27;6.37;7.43;10;1;5;0;0;0;0;0
A;TORINO;MARTINEZ Josef Alexander;1;17;5.53;6.06;3;0;0;0;0;0;0;0
A;GENOA;MATAVZ Tim;1;6;5.42;5.42;0;0;0;0;0;0;0;0
A;UDINESE;MATOS;1;25;5.9;6.06;2;2;2;0;0;0;1;0
A;LAZIO;MATRI Alessandro;1;17;5.56;6.19;4;1;1;1;0;0;0;0
A;TORINO;MAXI LOPEZ Gaston;2;24;5.88;6.28;4;2;2;0;0;0;1;0
A;CARPI;MBAKOGU Jerry;1;24;5.85;5.9;2;2;2;0;0;0;2;0
A;EMPOLI;MCHEDLIDZE Levan;1;9;5.39;5.2;0;0;2;1;0;0;0;0
A;CHIEVO;MEGGIORINI Riccardo;2;25;6.3;6.85;5;5;8;1;0;0;0;0
A;MILAN;MENEZ Jeremy;2;8;5.38;6.06;2;0;1;0;0;0;0;0
A;ATALANTA;MONACHELLO Gaetano;1;9;5.56;5.45;0;0;2;0;0;0;0;0
A;JUVENTUS;MORATA Alvaro Martin Borja;2;28;6.07;6.96;7;7;6;0;0;0;0;0
A;CHIEVO;MPOKU Paul Jose;1;15;5.73;5.62;0;0;3;0;0;0;0;0
A;SAMPDORIA;MURIEL Luis Fernando;2;29;5.9;6.57;6;4;3;0;0;0;0;0
A;MILAN;NIANG M’baye;2;15;6.1;7.27;5;3;1;0;0;0;0;0
A;INTER;PALACIO Rodrigo;2;20;6.08;6.4;2;4;5;0;0;0;0;0
A;CHIEVO;PALOSCHI Alberto;2;21;6.05;6.93;8;1;1;0;0;0;2;0
A;GENOA;PANDEV Goran;1;13;5.62;5.54;0;0;0;1;0;0;0;0
A;GENOA;PAVOLETTI Leonardo;3;25;6.22;7.88;14;2;3;1;0;0;0;0
A;VERONA;PAZZINI Giampaolo;2;28;5.8;6.39;6;1;5;0;0;0;0;0
A;CHIEVO;PELLISSIER Sergio;2;18;5.86;6.64;5;0;2;0;0;0;0;0
A;UDINESE;PERICA Stipe;1;10;5.8;6.35;2;0;1;0;0;0;0;0
A;ATALANTA;PINILLA Mauricio;2;19;5.87;6.21;5;2;8;1;0;0;2;0
A;EMPOLI;PIU Alessandro;1;5;5.8;5.75;0;0;0;0;0;0;0;0
A;EMPOLI;PUCCIARELLI Manuel;1;38;5.89;6.37;6;1;2;0;0;0;0;0
A;SAMPDORIA;QUAGLIARELLA Fabio;2;31;6.03;6.73;8;0;1;0;0;0;0;0
A;VERONA;REBIC Ante;1;14;5.57;5.64;1;0;2;1;0;0;0;0
A;FIORENTINA;ROSSI Giuseppe;1;9;5.89;5.9;0;1;1;0;0;0;0;0
A;ROMA;SADIQ Umar;3;2;6.25;7.75;1;0;0;0;0;0;0;0
A;ROMA;SALAH Mohamed;3;34;6.13;7.47;14;5;1;1;0;0;0;0
A;SASSUOLO;SANSONE Nicola;2;34;6.22;6.67;7;3;8;0;0;0;1;0
A;VERONA;SILIGARDI Luca;1;24;5.96;6.16;2;0;1;0;0;0;0;0
A;UDINESE;THEREAU Cyril;2;35;6.03;6.96;11;3;2;1;0;0;0;0
A;VERONA;TONI Luca;2;23;5.91;6.5;6;0;3;0;0;0;1;0
A;ROMA;TOTTI Francesco;3;13;6.46;7.73;5;3;3;0;0;0;0;0
A;PALERMO;TRAJKOVSKI Aleksandar;1;31;5.71;6;3;1;2;0;0;0;0;0
A;SASSUOLO;TROTTA Marcello;1;5;5.6;6.08;1;0;0;0;0;0;0;0
A;PALERMO;VAZQUEZ Franco Damian;2;36;6.21;6.83;8;4;11;0;0;0;0;0
A;FROSINONE;VERDE Daniele;1;1;6;5.67;0;0;0;0;0;0;0;0
A;CARPI;WILCZEK Kamil;1;2;5.25;5.33;0;0;0;0;0;0;0;0
A;UDINESE;ZAPATA Duvan;2;25;5.94;6.86;8;2;6;0;0;0;0;0
A;FIORENTINA;ZARATE Mauro;2;13;6.15;6.69;3;0;2;1;0;0;0;0
A;JUVENTUS;ZAZA Simone;2;14;5.89;6.5;5;0;6;1;0;0;0;0
